Fecha,CLOSE
29/12/2020,"28,840.95"
28/12/2020,"27,362.44"
27/12/2020,"27,084.81"
26/12/2020,"26,272.29"
25/12/2020,"26,437.04"
24/12/2020,"24,664.79"
23/12/2020,"23,735.95"
22/12/2020,"23,241.34"
21/12/2020,"23,783.03"
20/12/2020,"24,199.70"
19/12/2020,"23,844.00"
18/12/2020,"23,127.90"
17/12/2020,"22,825.40"
16/12/2020,"21,352.20"
15/12/2020,"19,434.90"
14/12/2020,"19,273.80"
13/12/2020,"19,176.80"
12/12/2020,"18,808.90"
11/12/2020,"18,023.60"
10/12/2020,"18,247.20"
09/12/2020,"18,546.00"
08/12/2020,"18,326.60"
07/12/2020,"19,170.70"
06/12/2020,"19,379.90"
05/12/2020,"19,146.50"
04/12/2020,"18,658.10"
03/12/2020,"19,433.30"
02/12/2020,"19,218.80"
01/12/2020,"18,770.70"
30/11/2020,"19,698.10"
29/11/2020,"18,185.50"
28/11/2020,"17,730.70"
27/11/2020,"17,127.10"
26/11/2020,"17,162.00"
25/11/2020,"18,723.00"
24/11/2020,"19,152.60"
23/11/2020,"18,379.60"
22/11/2020,"18,412.90"
21/11/2020,"18,687.20"
20/11/2020,"18,675.20"
19/11/2020,"17,803.50"
18/11/2020,"17,774.60"
17/11/2020,"17,662.30"
16/11/2020,"16,715.80"
15/11/2020,"15,953.00"
14/11/2020,"16,071.00"
13/11/2020,"16,324.20"
12/11/2020,"16,294.70"
11/11/2020,"15,695.80"
10/11/2020,"15,303.60"
09/11/2020,"15,327.20"
08/11/2020,"15,483.70"
07/11/2020,"14,828.40"
06/11/2020,"15,577.90"
05/11/2020,"15,587.10"
04/11/2020,"14,145.60"
03/11/2020,"14,019.90"
02/11/2020,"13,561.40"
01/11/2020,"13,759.40"
31/10/2020,"13,797.30"
30/10/2020,"13,559.90"
29/10/2020,"13,457.20"
28/10/2020,"13,278.90"
27/10/2020,"13,657.80"
26/10/2020,"13,061.60"
25/10/2020,"13,032.20"
24/10/2020,"13,117.20"
23/10/2020,"12,934.10"
22/10/2020,"12,974.60"
21/10/2020,"12,808.70"
20/10/2020,"11,913.50"
19/10/2020,"11,753.40"
18/10/2020,"11,506.90"
17/10/2020,"11,362.10"
16/10/2020,"11,322.00"
15/10/2020,"11,503.00"
14/10/2020,"11,420.40"
13/10/2020,"11,423.80"
12/10/2020,"11,533.90"
11/10/2020,"11,371.00"
10/10/2020,"11,298.40"
09/10/2020,"11,054.20"
08/10/2020,"10,924.10"
07/10/2020,"10,670.90"
06/10/2020,"10,602.60"
05/10/2020,"10,789.50"
04/10/2020,"10,672.90"
03/10/2020,"10,544.20"
02/10/2020,"10,572.30"
01/10/2020,"10,620.50"
30/09/2020,"10,776.10"
29/09/2020,"10,840.90"
28/09/2020,"10,693.20"
27/09/2020,"10,776.20"
26/09/2020,"10,727.90"
25/09/2020,"10,688.80"
24/09/2020,"10,739.40"
23/09/2020,"10,237.30"
22/09/2020,"10,531.50"
21/09/2020,"10,416.80"
20/09/2020,"10,921.50"
19/09/2020,"11,081.80"
18/09/2020,"10,933.00"
17/09/2020,"10,941.30"
16/09/2020,"10,949.50"
15/09/2020,"10,785.30"
14/09/2020,"10,675.30"
13/09/2020,"10,326.00"
12/09/2020,"10,441.90"
11/09/2020,"10,390.20"
10/09/2020,"10,339.70"
09/09/2020,"10,224.60"
08/09/2020,"10,126.60"
07/09/2020,"10,376.90"
06/09/2020,"10,296.40"
05/09/2020,"10,092.20"
04/09/2020,"10,472.50"
03/09/2020,"10,168.80"
02/09/2020,"11,413.30"
01/09/2020,"11,914.90"
31/08/2020,"11,644.20"
30/08/2020,"11,702.00"
29/08/2020,"11,468.10"
28/08/2020,"11,527.40"
27/08/2020,"11,327.40"
26/08/2020,"11,462.30"
25/08/2020,"11,324.80"
24/08/2020,"11,753.50"
23/08/2020,"11,641.60"
22/08/2020,"11,661.30"
21/08/2020,"11,529.20"
20/08/2020,"11,856.90"
19/08/2020,"11,750.20"
18/08/2020,"11,947.60"
17/08/2020,"12,282.60"
16/08/2020,"11,899.00"
15/08/2020,"11,845.30"
14/08/2020,"11,750.80"
13/08/2020,"11,770.90"
12/08/2020,"11,557.20"
11/08/2020,"11,390.40"
10/08/2020,"11,889.20"
09/08/2020,"11,681.20"
08/08/2020,"11,764.30"
07/08/2020,"11,592.00"
06/08/2020,"11,757.10"
05/08/2020,"11,735.10"
04/08/2020,"11,184.70"
03/08/2020,"11,224.40"
02/08/2020,"11,066.80"
01/08/2020,"11,803.10"
31/07/2020,"11,333.40"
30/07/2020,"11,096.20"
29/07/2020,"11,105.90"
28/07/2020,"10,908.50"
27/07/2020,"11,022.80"
26/07/2020,"9,932.50"
25/07/2020,"9,704.10"
24/07/2020,"9,546.40"
23/07/2020,"9,599.60"
22/07/2020,"9,513.70"
21/07/2020,"9,387.30"
20/07/2020,"9,162.40"
19/07/2020,"9,208.00"
18/07/2020,"9,170.20"
17/07/2020,"9,155.80"
16/07/2020,"9,135.30"
15/07/2020,"9,198.70"
14/07/2020,"9,253.40"
13/07/2020,"9,243.60"
12/07/2020,"9,300.80"
11/07/2020,"9,233.30"
10/07/2020,"9,285.10"
09/07/2020,"9,235.70"
08/07/2020,"9,429.90"
07/07/2020,"9,256.00"
06/07/2020,"9,339.00"
05/07/2020,"9,081.00"
04/07/2020,"9,134.40"
03/07/2020,"9,067.10"
02/07/2020,"9,085.10"
01/07/2020,"9,229.90"
30/06/2020,"9,135.40"
29/06/2020,"9,185.40"
28/06/2020,"9,124.00"
27/06/2020,"9,008.30"
26/06/2020,"9,160.00"
25/06/2020,"9,247.50"
24/06/2020,"9,302.00"
23/06/2020,"9,624.60"
22/06/2020,"9,683.70"
21/06/2020,"9,296.40"
20/06/2020,"9,358.80"
19/06/2020,"9,314.00"
18/06/2020,"9,388.10"
17/06/2020,"9,464.60"
16/06/2020,"9,523.50"
15/06/2020,"9,425.40"
14/06/2020,"9,345.30"
13/06/2020,"9,471.30"
12/06/2020,"9,466.60"
11/06/2020,"9,283.20"
10/06/2020,"9,878.80"
09/06/2020,"9,768.80"
08/06/2020,"9,777.90"
07/06/2020,"9,742.60"
06/06/2020,"9,669.60"
05/06/2020,"9,631.20"
04/06/2020,"9,794.40"
03/06/2020,"9,667.20"
02/06/2020,"9,527.60"
01/06/2020,"10,189.30"
31/05/2020,"9,454.80"
30/05/2020,"9,692.50"
29/05/2020,"9,424.80"
28/05/2020,"9,572.20"
27/05/2020,"9,199.10"
26/05/2020,"8,842.50"
25/05/2020,"8,898.20"
24/05/2020,"8,728.20"
23/05/2020,"9,177.00"
22/05/2020,"9,169.70"
21/05/2020,"9,059.00"
20/05/2020,"9,512.30"
19/05/2020,"9,773.30"
18/05/2020,"9,730.70"
17/05/2020,"9,677.70"
16/05/2020,"9,379.50"
15/05/2020,"9,318.00"
14/05/2020,"9,778.40"
13/05/2020,"9,298.70"
12/05/2020,"8,813.80"
11/05/2020,"8,579.80"
10/05/2020,"8,738.80"
09/05/2020,"9,554.60"
08/05/2020,"9,806.20"
07/05/2020,"9,979.80"
06/05/2020,"9,151.40"
05/05/2020,"9,001.00"
04/05/2020,"8,874.70"
03/05/2020,"8,885.50"
02/05/2020,"8,966.30"
01/05/2020,"8,821.60"
30/04/2020,"8,629.00"
29/04/2020,"8,770.90"
28/04/2020,"7,746.90"
27/04/2020,"7,766.00"
26/04/2020,"7,678.90"
25/04/2020,"7,540.40"
24/04/2020,"7,503.80"
23/04/2020,"7,488.50"
22/04/2020,"7,112.90"
21/04/2020,"6,842.50"
20/04/2020,"6,833.50"
19/04/2020,"7,122.90"
18/04/2020,"7,230.80"
17/04/2020,"7,035.80"
16/04/2020,"7,085.60"
15/04/2020,"6,629.10"
14/04/2020,"6,850.90"
13/04/2020,"6,841.30"
12/04/2020,"6,917.60"
11/04/2020,"6,867.80"
10/04/2020,"6,863.10"
09/04/2020,"7,289.00"
08/04/2020,"7,361.20"
07/04/2020,"7,185.20"
06/04/2020,"7,332.30"
05/04/2020,"6,772.70"
04/04/2020,"6,857.40"
03/04/2020,"6,735.90"
02/04/2020,"6,800.50"
01/04/2020,"6,638.50"
31/03/2020,"6,412.50"
30/03/2020,"6,391.00"
29/03/2020,"5,890.40"
28/03/2020,"6,233.70"
27/03/2020,"6,373.40"
26/03/2020,"6,725.10"
25/03/2020,"6,678.90"
24/03/2020,"6,744.60"
23/03/2020,"6,468.90"
22/03/2020,"5,822.10"
21/03/2020,"6,186.20"
20/03/2020,"6,205.30"
19/03/2020,"6,172.00"
18/03/2020,"5,361.40"
17/03/2020,"5,261.10"
